rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,total_purchase,total_plays,total_play_hours,list_of_users_ids_for_the_game
4312,Dynasty Warriors: Strikeforce,PSP,2009,Action,Ubisoft Annecy,,,,,,,,,
4339,Ghostbusters,2600,1985,Puzzle,Activision,,,0,0,,,,,
4438,50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,,,0,,,,,,
4666,Pirates of the Caribbean: At World's End,PS2,2007,Action,Disney Interactive Studios,,,0,,,,,,
4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Action,Square Enix,,,,,,,,,
4864,Armored Core V,PS3,2012,Simulation,Namco Bandai Games,,,,,,,,,
4897,Mobile Suit Gundam: Lost War Chronicles,PS2,2002,Shooter,Namco Bandai Games,0,0,,0,,,,,
5098,Life is Strange,PS4,2016,Adventure,Square Enix,,,,,,,,,
5140,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,2003,Adventure,Square Enix,0,0,,,,,,,
5336,Rally Cross 2,PS,1998,Racing,989 Studios,,,0,,,,,,
5674,Live A Live,SNES,1994,Role-Playing,SquareSoft,0,0,,0,,,,,
5996,Guitar Hero: Van Halen,Wii,2009,Misc,Activision,,,0,,,,,,
6187,Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004,Fighting,Eidos Interactive,,,0,,,,,,
6572,Star Trek: The Game,PS3,2013,Action,Namco Bandai Games,,,0,,,,,,
6620,Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,,,0,,,,,,
6630,The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,Action,Disney Interactive Studios,,0,0,,,,,,
6850,Luminous Arc,DS,2007,Role-Playing,Rising Star Games,,0,,,,,,,
6876,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,,,0,,,,,,
7232,Viewtiful Joe 2,GC,2004,Action,Capcom,,,0,,,,,,
7759,Parlor! Mini 4,SNES,1996,Misc,Nippon Telenet,0,0,,0,,,,,
8140,Doom (2016),PC,2016,Shooter,Bethesda Softworks,,,0,,,,,,
8372,Bomberman Land,Wii,2007,Misc,Rising Star Games,,,,,,,,,
9391,James Bond 007: Legends,WiiU,2012,Shooter,Activision,,,0,,,,,,
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,Ubisoft,,,0,0,,,,,
9805,Cory in the House,DS,2007,Action,Disney Interactive Studios,,0,0,,,,,,
10052,Phantom Dust,XB,2004,Action,Microsoft Game Studios,,,0,0,,,,,
10343,Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,0,0,,,,,,,
10366,Reign of Fire,GC,2002,Shooter,BAM! Entertainment,,,0,0,,,,,
10867,Forever Kingdom,PS2,2001,Role-Playing,From Software,,,,,,,,,
10983,Driver: Renegade,3DS,2011,Racing,Ubisoft,,,0,,,,,,
11356,Mortal Kombat Kollection,PS2,2008,Fighting,Midway Games,,,0,,,58.0,17,37.1,"21061921,78341587,127311699,87694960,53097340,20772968,34281672,31669242,57770056,47457723,11731710,129478138,29753085,49050405,126595775,82263745,78309377,55755821,83770731,58905429,33013552,44472980,24721232,71777065,77214425,94088853,116876958,41559627,153821154,60296891,11403772,65398650,43360645,49893565,44866715,172434236,36404933,72989129,37422528,105782521,54637394,167013261,86041729,42657809,34901647,10450544,59825286,39361297,80128229,61676491,93300963,53875128,99077905,72842694,59790700,150882304,30246419,1936551"
11368,Forbidden Siren 2,PS2,2006,Action,Sony Computer Entertainment,0,0,,0,,,,,
11581,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0,0,,0,,,,,
11616,Cosmic Family,Wii,2007,Misc,Ubisoft,,0,0,,,,,,
11760,The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,,0,0,,,,,,
11845,Utawarerumono: Itsuwari no Kamen,PSV,2015,Adventure,Aqua Plus,0,0,,0,,,,,
11984,Battlezone: Rise of the Black Dogs,N64,2000,Strategy,Crave Entertainment,,,0,0,,,,,
12056,Xbox Live Arcade Unplugged Volume 1,X360,2006,Misc,Microsoft Game Studios,,,0,,,,,,
12135,Resident Evil 6,PS4,2016,Shooter,Capcom,,0,0,,,,,,
12146,Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,,,0,0,,,,,
12474,Vexx,GC,2003,Platform,Acclaim Entertainment,,,0,0,,,,,
12539,Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,,0,0,0,,,,,
12566,Satisfashion,DS,2010,Misc,Destineer,,0,0,0,,,,,
12643,The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,,0,0,0,,,,,
12707,Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,,,0,0,,,,,
12908,Sitting Ducks,PS2,2003,Platform,LSP Games,,,0,,,,,,
13124,My Body Coach,Wii,2009,Sports,Big Ben Interactive,0,,0,,,,,,
13155,Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,,,0,0,,,,,
13224,Johnny Bazookatone,PS,1995,Platform,U.S. Gold,,,0,0,,,,,
13744,Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Platform,Infogrames,,,0,0,,,,,
13831,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,,0,0,0,,,,,
13940,Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0,0,,0,,,,,
13983,Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,FuRyu,0,0,,0,,,,,
14432,Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft,0,0,,0,,,,,
14605,Girls Only,DS,2010,Simulation,Foreign Media Games,,0,0,0,,,,,
14640,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory,0,0,,0,,,,,
14730,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0,0,,0,,,,,
15506,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Fighting,Marvelous Interactive,0,0,,0,,,,,
15694,Prince of Stride,PSV,2015,Adventure,Kadokawa Games,0,0,,0,,,,,
15954,Choro Q,PS2,2003,Racing,Zoo Digital Publishing,,,0,0,,,,,
16088,Road Trip: Shifting Gears,GBA,2002,Racing,Zoo Digital Publishing,,0,0,0,,,,,
16190,Jewel Quest II,PC,2007,Puzzle,Avanquest,0,,0,0,,,,,
16215,Gardening Guide: How to get Green Fingers,DS,2009,Misc,Mindscape,0,,0,0,,,,,
16390,Darkened Skye,GC,2002,Adventure,TDK Mediactive,,0,0,0,,,,,
147,The Last of Us,PS3,2013,Action,Sony Computer Entertainment Europe,,,,,,,,,
637,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,,,,,,,,,
690,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,0,,,,,,,
767,SimCity 2000,PC,1992,Simulation,Maxis,,,0,,,,,,
875,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,,,0,,,,,,
1227,Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,,,,,,,,,
1460,Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,,,0,,,,,,
1516,Yu-Gi-Oh! The Sacred Cards,GBA,2002,Role-Playing,Konami Digital Entertainment,,,0,,,,,,
1592,Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,,,,,,,,,
1652,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,,,,,,,,,
1756,Test Drive: Off Road,PS,1997,Racing,Eidos Interactive,,,0,,,,,,
1885,The Godfather,PS2,2006,Action,Electronic Arts,,,,,,,,,
1982,Imagine: Animal Doctor,DS,2007,Simulation,Ubisoft,,,0,,,,,,
1996,ATV: Quad Power Racing,PS,2000,Racing,Acclaim Entertainment,,,0,,,,,,
2336,The Jak and Daxter Collection,PS3,2012,Platform,Sony Computer Entertainment,,,0,,,,,,
2415,Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,,,0,,,,,,
2497,The Price is Right,Wii,2008,Misc,Ubisoft,,0,0,,,,,,
2509,Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,,,0,,,,,,
2643,Battle Stations,PS,1997,Strategy,Electronic Arts,,,0,,,,,,
2665,Madden NFL 25,XOne,2013,Sports,Electronic Arts,,,0,,,,,,
2691,Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,,,0,,,,,,
2704,Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,,,0,,,,,,
3237,Namco Museum,GC,2002,Misc,Namco Bandai Games,,,0,,,,,,
3392,Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,,,0,,,,,,
3676,Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,,0,,,,,,,
4085,Dead Space Extraction,Wii,2009,Shooter,Electronic Arts,,,,,,,,,
4181,Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,,,,,,,,,
4250,Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,,,,,,,,,
4296,.hack//Outbreak Part 3,PS2,2002,Role-Playing,Atari,,,,,,,,,
4365,Fatal Fury 2,SNES,1993,Fighting,Takara,0,0,,0,,,,,
4367,Pokemon Puzzle League,N64,2000,Puzzle,Nintendo,,,0,,,,,,
4368,Eternal Sonata,PS3,2008,Role-Playing,Atari,,,,,,,,,
4980,Phantasy Star Ø,DS,2008,Role-Playing,Sega,,0,,,,,,,
5771,Star Wars Jedi Knight II: Jedi Outcast,XB,N/A,Shooter,Activision,,,0,,,,,,
5790,SD Gundam G Generation: Overworld,PSP,2012,Strategy,Namco Bandai Games,0,0,,0,,,,,
5831,Virtua Cop 2,SAT,1996,Shooter,Sega,0,0,,0,,,,,
5938,Finding Nemo: The Continuing Adventures,GBA,2004,Action,THQ,,,0,,,,,,
6318,Flag Capture,2600,N/A,Action,Atari,,,0,0,,,,,
6375,Dragon Ball: XenoVerse,X360,2015,Fighting,Namco Bandai Games,,,0,,,,,,
6626,The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,,,0,,,,,,
6882,Ashes Cricket 2009,Wii,2009,Sports,Codemasters,0,,0,,,,,,
7031,What's Cooking? Jamie Oliver,DS,2008,Simulation,Atari,,,0,,,,,,
7303,Sailor Moon,SNES,1993,Action,Namco Bandai Games,0,0,,0,,,,,
7397,Prince of Persia: Revelations,PSP,2005,Adventure,Ubisoft,,,0,,,,,,
7472,SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,2004,Misc,N/A,,,0,0,,,,,
7598,Body and Brain Connection,X360,2010,Misc,Namco Bandai Games,,,0,,,,,,
7643,Total War: Shogun 2 - Fall of the Samurai,PC,2012,Strategy,Sega,,,0,,,,,,
7843,SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,,,0,,,,,,
8319,Pro Evolution Soccer 2014,PSP,2013,Action,Konami Digital Entertainment,0,,,0,,3.0,3,178.9,"160288335,10218563,155071993"
8374,Terminator 3: The Redemption,PS2,2004,Shooter,Atari,,,0,,,,,,
8788,Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,,,0,,,,,,
8822,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,Puzzle,Astragon,,,0,,,,,,
8952,Power Pro Kun Pocket 1+2,GBA,2004,Sports,Konami Digital Entertainment,0,0,,0,,,,,
9156,Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,,,0,0,,,,,
9594,Thor: God of Thunder,DS,2011,Action,Sega,,,0,,,,,,
9674,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0,0,,0,,,,,
9698,Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0,0,,0,,,,,
9977,Wipeout 2,PS3,2011,Misc,Activision,,0,0,,,,,,
10036,Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,,,0,,,,,,
10517,Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,0,0,,0,,,,,
10663,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011,Action,THQ,,,0,,,,,,
10733,Rise of the Tomb Raider,PC,2016,Adventure,Square Enix,0,,0,,,,,,
10934,Let's Ride! Silver Buckle Stables,PS2,2006,Sports,THQ,,,0,,,,,,
10939,I-Ninja,GC,2003,Platform,Namco Bandai Games,,,0,0,,,,,
11062,Beowulf: The Game,PSP,2007,Action,Ubisoft,,0,0,,,,,,
11085,MLB Superstars,Wii,2008,Sports,Take-Two Interactive,,0,0,,,,,,
11465,Big Mutha Truckers,GC,2003,Racing,Empire Interactive,,,0,0,,,,,
11756,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,Sega,0,0,,0,,,,,
12206,Gambler Densetsu Tetsuya,PS2,2001,Adventure,Athena,0,0,,0,,,,,
12224,C: The Contra Adventure,PS,1998,Shooter,Konami Digital Entertainment,,,0,0,,,,,
12798,Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,,,0,0,,,,,
12856,Dual Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,,,0,,,,,,
13832,BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0,0,,0,,,,,
14020,World in Conflict,PC,2007,Strategy,Vivendi Games,0,,0,,,10.0,2,1.1,"54826284,134322141,62878249,7907686,48386574,1950243,26729643,51085779,65145468,9128105"
14023,S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,,0,,,,,,
14359,Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS,0,0,,0,,,,,
14401,Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,Kemco,,,0,0,,,,,
14457,Who Wants to be a Millionaire: 2nd Edition,Wii,2008,Misc,Ubisoft,0,,0,0,,,,,
14837,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,,0,0,,,,,
14847,Magicka Collection,PC,2011,Adventure,Unknown,0,,0,0,,,,,
15423,Pump It Up: Exceed,XB,2005,Misc,Mastiff,,0,0,0,,,,,
16327,Professional Farmer 2016,PSV,2015,Action,Namco Bandai Games,0,,0,0,,,,,
109,Mario Kart 8,WiiU,2014,Racing,Nintendo,,,,,,,,,
493,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,,,,,,,,,
531,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,,,,,,,,,
587,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,,,,,,,,,
1138,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,,,,,,,,,
1354,Triple Play 2000,PS,1999,Sports,Electronic Arts,,,0,,,,,,
1382,Spider-Man: The Movie,XB,2002,Action,Activision,,,0,,,,,,
1750,LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,,,0,,,,,,
1752,Jet Force Gemini,N64,1999,Shooter,Nintendo,,,,,,,,,
1822,Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,,,,,,,,,
2192,Army of Two: The 40th Day,X360,2010,Shooter,Electronic Arts,,,0,,,,,,
2228,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,,,,,,,,,
2442,Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,,,0,,,,,,
3251,Tiger Woods PGA Tour 2004,XB,2003,Sports,Electronic Arts,,,0,,,,,,
3310,Half-Life 2,XB,2005,Shooter,Electronic Arts,,,0,,,639.0,356,4260.3,"71510748,17299575,5387470,25349446,17995238,157391838,10934310,63020970,12897088,115996656,187463594,36714440,203800963,58551955,14706578,180901075,59005471,7527129,12070928,2259650,15680561,15432026,1713646,2531540,112626210,16990576,10515535,167901416,16261218,17135392,14544587,36439985,14671378,48239695,66650717,166224568,35039277,8567888,16710264,43989530,90809240,103848468,30042027,61428062,7907686,19594216,137022689,24632218,18263482,99616757,10064100,66229356,99766416,42061089,76032287,107913460,4824107,21979395,49228258,36495125,48984341,10385370,30425578,871990,82352462,25185866,8585433,31849177,86055705,31559824,25096601,8949216,14258248,38179194,33580866,60859695,10478285,49050405,137508279,30041199,65909415,33291661,31817706,86481908,19616379,65155942,68325099,30500254,57603447,86540,229911,10869571,24721232,2039434,73495968,101878879,38049880,68316900,195105284,66357156,17414305,168031436,561758,148674157,11807754,126098408,217680215,155919035,51382080,40280688,195607832,13336286,124556386,10608804,37092665,10964000,40289887,17649444,48666962,143770130,2643609,31889811,23717586,54637394,98649241,42657809,11940338,34901647,12259303,15927737,105445346,18319108,33452361,109592594,285860790,28257781,47500408,81585721,33434940,554278,1072465,7418489,94908699,11300897,59790700,36349097,134967717,20724394,264500948,48984158,26465134,4834220,13802025,144580725,20626832,9209946,31669242,106760673,100096071,76451157,121900241,86256882,11973378,56091522,69009454,87601937,53901705,13863290,3614782,11952990,86150792,160922242,192170147,48028873,199693353,59529444,12034137,15841586,132300630,24858005,25827559,21075893,44545959,41559627,73231305,101142088,118971362,27424183,13646256,40754921,20200395,65754991,43360645,32467994,11408688,45617627,28997716,24469287,20498360,36502549,136495026,82156706,8259307,69954842,22371742,18897058,10714039,43700700,81672131,78053539,107984181,69849141,10450544,27099151,150033540,13614852,55751308,72627862,24204083,2087859,48772264,32965833,33706322,39146470,24841093,181344998,20704366,28453247,40212239,42928788,10809782,78341587,71871620,46021731,35701646,6439568,20772968,8542204,85643975,16574348,92612763,70915652,17567828,10302000,30855460,39322716,18675025,10218563,12423315,6717871,17531316,101687527,14256995,58057627,34177747,39319649,5949488,111212436,37706629,38317154,12860805,51557405,124725852,14906179,57103808,10144504,15196746,127272741,82287546,5600822,39941720,53898495,172518437,11149819,5220782,27371247,39622853,10144413,23225650,46178364,9845449,17284266,10253354,30221587,59773143,13556140,3663009,13565651,53245953,10868970,11151885,48080423,45811573,33300480,113546110,33807030,12985315,5217749,122026623,20266830,23492094,67628444,19302548,15415372,173859218,47672756,948368,30710202,23672423,7431946,14717252,156675178,32644336,15474494,53875128,48525807,85458882,30246419,34161935,96836693,983600,12169570,36546868,32710856,46301758,33778112,22875444,8776918,23386002,77980915,25822628,30440303,53091150,11373749,135879753,32126281,9180659,163712958,10262121,34582304,58931437,62990992,64319625,58907890,179077731,16645459,124437057,63276972,17017968,20930269,11414203,66615366,12774878,114727578,16919977,127072755,60706503,143643478,133422169,52435421,298950,116876958,80779496,82029808,139016142,81743539,108160472,5250,14098833,15841597,26101823,181010210,76296787,33479807,30519870,100431715,9128105,8784496,27279261,16154372,131348564,47384202,98312003,36404933,37422528,15564408,36757524,33865373,19696244,51512715,18036199,11794760,42198457,167013261,44156169,48334326,1950243,122094388,35419030,9134079,11718802,33518079,65145468,101690993,16167221,10095386,31733654,9823354,11650340,2753525,11813637,58618147,35729292,11200326,112994491,8311704,84514126,11161178,82046939,12195913,34442062,26636189,14465359,7020135,13190476,85497862,17821133,11731710,60608576,49462664,13873032,22627659,28472068,22301321,29078995,135400225,33013552,3747293,40130306,10181060,93275329,112763045,181212,94269421,7440594,8817922,116325720,7163917,9245216,10854426,45314861,64787956,109201849,104870123,14507290,86338111,14126086,210744685,181002117,111442295,12130111,11024186,12312878,18074031,23046596,148510973,205285563,44866715,33788990,2083767,1129452,50818751,166669789,748719,44221885,16080105,32021037,7203603,12858799,87071236,11080937,33279432,21796349,35388317,174415183,192503967,117345810,60210313,7015471,33993318,106834867,58345543,8795607,66078954,63157803,116564064,14711056,55426012,10267553,51822361,95699780,93341815,86912006,15701750,303007171,48118779,134516625,14551726,35355224,12583476,10216256,12610800,25831175,156818121,32847394,247313879,16084897,161139120,65958466,39037163,58905429,83090686,12673872,20566124,103371488,28453352,73564778,39758678,937567,12760368,26302344,45507376,10810391,18697313,43908860,154230933,9365873,40286953,9563573,21539893,73721802,136135322,49893565,165755355,19925584,8865447,86041729,207540690,15702351,74966682,14216099,2184507,34919318,44314169,14417857,2110581,180753437,11978743,11970504,10599862,89691468,3449240,111498455,10595342,157469247,234108053,27169419,3979930,21061921,35849335,100741663,49832324,26808868,36557643,29122428,189858084,81160212,47457723,68305989,16081636,64973908,975449,106147454,12144171,15902605,138941587,16285568,15382030,11613587,3527485,21138994,101596530,15305418,11207650,29706117,77214425,35864169,214184795,35330593,27901693,96588736,16821928,81170946,48798067,100719181,103260848,133439936,24932641,21316693,126701146,11403772,26762388,54826284,3498717,152959594,13669241,33622085,79073449,55906572,44421638,10856494,151015947,14433556,83955783,27117407,17947811,10162301,37396841,37490443,79658056,115167911,26729643,299153,11504910,18066817,101602586,44874005,107452765,17530772"
3334,Call of Juarez: Bound in Blood,X360,2009,Shooter,Ubisoft,,,0,,,,,,
3361,Tomb Raider (2013),XOne,2014,Action,Square Enix,,,0,,,,,,
3856,Swing Away Golf,PS2,2000,Sports,Electronic Arts,,,,,,,,,
4078,Far Cry 2,PC,2008,Action,Ubisoft,,,0,,,93.0,53,308.0,"58345543,36546868,159800136,49228258,71871620,55426012,59536273,36557643,20772968,189858084,100096071,81439192,77980915,47457723,30440303,203092936,43955374,29753085,124059151,69009454,12610800,28472068,22301321,118852041,78309377,62990992,975449,39037163,58905429,7955670,124725852,3527485,56038151,67579257,60706503,77214425,82287546,11207650,12760368,38049880,68316900,116876958,159371621,11149819,96014467,73518199,48798067,154230933,155919035,64787956,14126086,210744685,9128105,157811997,97818502,32102983,26762388,88035166,55367062,13565651,47384202,24469287,49893565,179481154,170172944,33865373,22371742,23717586,161896440,42657809,10450544,122026623,59925638,150033540,34919318,33518079,44314169,163162333,28064589,2753525,11978743,156675178,92663477,53875128,60217594,42061089,196113123,44874005,82046939,39146470,30246419,9946133,132180557"
4307,Red Faction: Armageddon,PS3,2011,Shooter,THQ,,,,,,,,,
4510,NCAA Football 2004,XB,2003,Sports,Electronic Arts,,,0,,,,,,
4720,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009,Misc,Hudson Soft,0,0,,0,,,,,
4908,The Darkness II,X360,2012,Shooter,Take-Two Interactive,,,0,,,57.0,35,252.10000000000002,"40212239,33214968,87694960,33778112,86912006,47457723,156565178,134516625,124059151,92914917,156818121,96204317,16084897,62990992,58905429,33013552,16645459,83849502,57603447,45411694,59332369,24721232,87907200,75155353,38049880,116876958,185075395,127344335,88579585,48798067,20200395,65754991,122798021,11403772,27279261,65398650,45617627,24469287,50818751,34901647,87734805,80189887,122026623,59925638,127992087,44314169,61676491,123101539,109205612,88603472,99077905,60217594,101602586,17530772,107913460,30246419,96696864"
5013,NCAA Football 08,PS3,2007,Sports,Electronic Arts,,0,0,,,,,,
5290,Star Fox: Zero,WiiU,2016,Shooter,Nintendo,,,,,,,,,
5522,Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision,,,0,,,,,,
5929,James Bond 007: Legends,X360,2012,Shooter,Activision,,,0,,,,,,
5994,The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,,,0,,,,,,
6147,Polaris,2600,1982,Action,Tigervision,,,0,0,,,,,
6205,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix,0,0,,0,,,,,
6368,Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,,0,0,,,,,,
6733,TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,,,0,,,,,,
7661,Shark Tale,XB,2004,Action,Activision,,,0,,,,,,
7875,Fighter Within,XOne,2013,Fighting,Ubisoft,,,0,,,,,,
7963,Robin Hood: Defender of the Crown,PS2,2003,Strategy,Capcom,,,0,,,,,,
8018,Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Action,Take-Two Interactive,,0,0,,,,,,
8855,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision,,,0,,,,,,
9038,Balloon Pop,DS,2009,Puzzle,UFO Interactive,,0,0,,,,,,
9081,Class of Heroes,PSP,2008,Role-Playing,Acquire,,0,,,,,,,
9096,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,,,0,,,,,,
9111,Top Spin 3,DS,2008,Action,D3Publisher,,,0,,,,,,
9206,Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,,,0,0,,,,,
9300,Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,0,0,,0,,,,,
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,Misc,D3Publisher,0,0,,0,,,,,
